Unnamed: 0,data,len,true,fuzzy,id,single,split,source
2719,"located in upper silesia , in southern poland , one of the main mining areas of central europe , the property includes the entire underground mine with adits , shafts , galleries and other features of the water management system",35,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1539,,dev,short_description
976,"after <NUM>  , asmara underwent a large scale programme of construction applying the italian rationalist idiom of the time to governmental edifices , residential and commercial buildings , churches , mosques , synagogues , cinemas , hotels , etc",31,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1550,,dev,short_description
1599,"built for the extraction , processing and transport of high quality coal in an inaccessible region of sumatra , this industrial site was developed by the netherlands colonial government from the late <NUM> th to the beginning of the <NUM> th century with a workforce recruited from the local population and supplemented by convict labour from dutch controlled areas",53,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1610,,dev,short_description
2833,these transylvanian villages with their fortified churches provide a vivid picture of the cultural landscape of southern transylvania,18,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],596,,dev,short_description
1934,"during the roman empire , pliny the elder mentions the piedmont region as being one of the most favourable for growing vines in ancient italy strabo mentions its barrels . ",28,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1390,,dev,short_description
2790,"dedicated to the forefathers of the joseon dynasty <NUM>  , the shrine has existed in its present form since the <NUM> th century and houses tablets bearing the teachings of members of the former royal family",34,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],738,,dev,short_description
2190,at least <NUM>  km of explored caves provide a spectacular sight and are home to millions of cave swiftlets and bats,21,[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],1013,,dev,short_description
818,"it became a trading place for sugar cane , tobacco and coffee",11,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1202,,dev,short_description
1786,twelve villas and two gardens spread across the tuscan landscape make up this site which bears testimony to the influence the medici family exerted over modern european culture through its patronage of the arts,34,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],175,,dev,short_description
3724,"located on land projecting into the uruguay river west of the town of fray bentos , the industrial complex was built following the development of a factory founded in <NUM>  to process meat produced on the vast prairies nearby",38,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1464,,dev,short_description
2505,"the kea , the only alpine parrot in the world , lives in the park , as does the rare and endangered takahe , a large flightless bird . ",24,[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],551,,dev,short_description
507,"at its peak sewell numbered <NUM>  , <NUM>  inhabitants , but was largely abandoned in the <NUM> s . ",14,[0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],1214,,dev,short_description
3191,it also served as a model for universities in europe and elsewhere . ,12,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],876,,dev,short_description
3176,"since there was no subsequent industrial activity , the dramatic traces of this remarkable ancient technology are visible everywhere as sheer faces in the mountainsides and the vast areas of tailings , now used for agriculture . ",34,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],803,,dev,short_description
3044,"the site , located in the kras region literally meaning karst , is one of the most famous in the world for the study of karstic phenomena . ",25,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],390,,dev,short_description
792,"the cathedral of st james in scaron ibenik <NUM>  <NUM>  , on the dalmatian coast , bears witness to the considerable exchanges in the field of monumental arts between northern italy , dalmatia and tuscany in the <NUM> th and <NUM> th centuries",36,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],963,,dev,short_description
1902,these provide the only surviving evidence of etruscan residential architecture,10,[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1158,,dev,short_description
201,"the architectural , residential and cultural complex of the radziwill family at nesvizh is located in central belarus",17,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1196,,dev,short_description
2226,the sunken ships sent to the bottom of the lagoon by the tests in <NUM>  and the gigantic bravo crater,20,[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1339,,dev,short_description
3170,"built between <NUM>  and <NUM>  , this group of buildings was originally used for trading in silk hence its name , the silk exchange and it has always been a centre for commerce",31,[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],782,,dev,short_description
2130,the city of anjar was founded by caliph walid i at the beginning of the <NUM> th century,17,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],293,,dev,short_description
3134,the cathedral and the alcazar dating from the reconquest of <NUM>  to the <NUM> th century and imbued with moorish influences are an exceptional testimony to the civilization of the almohads as well as that of christian andalusia,39,[1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],383,,dev,short_description
2327,the richly decorated church fa ccedil ades are of special interest as they represent an example of the joint creative efforts of the missionaries and the indios,25,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1079,,dev,short_description
3639,the stone town of zanzibar is a fine example of the swahili coastal trading towns of east africa,18,[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],173,,dev,short_description
1832,"they show great artistic skill , including a wonderful blend of graeco roman tradition , christian iconography and oriental and western styles . ",19,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],788,,dev,short_description
381,"situated near the borders of c ocirc te d rsquo ivoire , ghana and togo , the ruins have recently been shown to be at least <NUM>  , <NUM>  years old",23,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1225,,dev,short_description
2385,"these ruins represent the ceremonial centre of the saudeleur dynasty , a vibrant period in pacific island culture",17,[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1503,,dev,short_description
421,"situated on the plains in the north central region of canada , the park which covers <NUM>  , <NUM>  km<NUM>  is home to north america s largest population of wild bison",26,[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],256,,dev,short_description
1733,"from the <NUM> th to the <NUM> th centuries bc it was the first capital of the assyrian empire , a city state and trading platform of international importance",25,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1130,,dev,short_description
394,"stretching over some <NUM>  km<NUM>  , including forested area , angkor archaeological park contains the magnificent remains of the different capitals of the khmer empire , from the <NUM> th to the <NUM> th century",30,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],668,,dev,short_description
2699,it has retained its original layout and fortifications and a large number of buildings that combine italian and central european architectural traditions . ,22,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],564,,dev,short_description
1551,"it includes em stupas em , shrines , em viharas em residential and educational buildings and important art works in stucco , stone and metal",18,[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1502,,dev,short_description
1181,"construction of this palatine chapel , with its octagonal basilica and cupola , began c",13,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],3,,dev,short_description
3206,"three hundred years of royal attention to the development and care of this landscape have seen it express an evolution of concepts from humanism and political centralization , to characteristics such as those found in its <NUM> th century french style baroque garden , to the urban lifestyle which developed alongside the sciences of plant acclimatization and stock breeding during the age of enlightenment . ",59,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1044,,dev,short_description
1524,"a concentration of largely unexcavated archaeological , historic and living cultural heritage properties cradled in an impressive landscape which includes prehistoric chalcolithic sites , a hill fortress of an early hindu capital , and remains of the <NUM> th century capital of the state of gujarat",41,[0.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.2],1101,,dev,short_description
2754,"the <NUM>  ha site on the volcanic island of pico , the second largest in the azores archipelago , consists of a remarkable pattern of spaced out , long linear walls running inland from , and parallel to , the rocky shore",35,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1117,,dev,short_description
2068,"today , it is one of the largest and best preserved constructions of the timurid period . ",14,[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1103,,dev,short_description
1171,"james island and related sites present a testimony to the main periods and facets of the encounter between africa and europe along the river gambia , a continuum stretching from pre colonial and pre slavery times to independence",35,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],761,,dev,short_description
1393,"located on the watershed of the r iacute o pl aacute tano , the reserve is one of the few remains of a tropical rainforest in central america and has an abundant and varied plant and wildlife",32,[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],196,,dev,short_description
2625,"it contains well preserved archaeological remains demonstrating the technological leap which transformed plant exploitation to agriculture around <NUM>  , <NUM>  years ago",19,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],887,,dev,short_description
64,"a highly distinctive and emblematic feature is its alerce forest the globally threatened alerce tree is the second longest living tree species in the world gt <NUM>  , <NUM>  years ",27,[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],1526,,dev,short_description
2104,"pipa conserves one of the world s largest intact oceanic coral archipelago ecosystems , together with <NUM>  known underwater sea mounts presumed to be extinct volcanoes and other deep sea habitats",28,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],1325,,dev,short_description
1200,"it became one of the capitals of the tetrarchy at the end of the <NUM> rd century , when it was known as the lsquo second rome rsquo ",24,[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],367,,dev,short_description
3184,the late prehistoric rock art sites of the mediterranean seaboard of the iberian peninsula form an exceptionally large group,18,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],874,,dev,short_description
497,"these churches embody the intangible richness of the chilo eacute archipelago , and bear witness to a successful fusion of indigenous and european culture , the full integration of its architecture in the landscape and environment , as well as to the spiritual values of the communities . ",43,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],971,,dev,short_description
382,"the settlement was occupied by the lohron or koulango peoples , who controlled the extraction and transformation of gold in the region when it reached its apogee from the <NUM> th to the <NUM> th century",33,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1225,,dev,short_description
2279,"the extensive remains , only part of which have been excavated , are clear evidence of the vitality of a culture which was perfectly adapted to its physical and economic environment , but which suddenly vanished at the time of the spanish conquest . ",40,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],560,,dev,short_description
775,"grand bassam was the most important port , economic and judicial centre of c ocirc te d rsquo ivoire",13,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1322,,dev,short_description
2313,"the hospicio caba ntilde as was built at the beginning of the <NUM> th century to provide care and shelter for the disadvantaged ndash orphans , old people , the handicapped and chronic invalids",29,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],815,,dev,short_description
805,many of the underlying rocks are toxic to plants so species have had to adapt to survive in these hostile conditions,21,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],839,,dev,short_description
1093,"viticulture was introduced to this fertile region of aquitaine by the romans , and intensified in the middle ages",18,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],932,,dev,short_description
892,"the reserve contains threatened species of primates and birds and about <NUM>  , <NUM>  of the estimated <NUM>  , <NUM>  okapi surviving in the wild",21,[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],718,,dev,short_description
340,it is in the former harbour area of rio de janeiro in which the old stone wharf was built for the landing of enslaved africans reaching the south american continent from <NUM>  onwards,33,[0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],1548,,dev,short_description
2827,the sansa are buddhist mountain monasteries located throughout the southern provinces of the korean peninsula,15,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1562,,dev,short_description
2392,"the numerous rock carvings and funerary monuments found in these three sites illustrate the development of culture in mongolia over a period of <NUM>  , <NUM>  years",25,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1382,,dev,short_description
3856,"situated in the north western congo basin , where cameroon , central african republic and congo meet , the site encompasses three contiguous national parks totalling around <NUM>  , <NUM>  ha",25,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1380,,dev,short_description
1032,"it is particularly interesting from an ethnological and anthropological , as well as an aesthetic point of view because of its cave paintings , especially those of the lascaux cave , whose discovery in <NUM>  was of great importance for the history of prehistoric art",42,[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],85,,dev,short_description
1297,"excavated from the <NUM> s , six caves have revealed items dating from <NUM>  , <NUM>  to <NUM>  , <NUM>  years ago",16,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1527,,dev,short_description
3611,"cornish technology embodied in engines , engine houses and mining equipment was exported around the world",15,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1215,,dev,short_description
458,"it forms part of the ancestral home of the anishinaabeg , an indigenous people living from fishing , hunting and gathering",19,[0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.2],1415,,dev,short_description
3420,"founded in <NUM>  , kairouan flourished under the aghlabid dynasty in the <NUM> th century",13,[1.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],499,,dev,short_description
829,it was a centre of the cult of aphrodite and of pre hellenic fertility deities,14,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],79,,dev,short_description
2366,"this landscape of dramatic contrast notably features linear , star and dome dunes as well as several arid granite massifs , some as high as <NUM>  metres",25,[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],1410,,dev,short_description
1011,"thus the town , an outstanding example of late <NUM> th century pacific port settlements , reflects the integration of local building traditions by a supreme naval power , leading to the emergence of a unique landscape . ",33,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1399,,dev,short_description
2022,the site illustrates the process by which feudal japan sought technology transfer from europe and america from the middle of the <NUM>  span sup th sup span century and how this technology was adapted to the countrys needs and social traditions,36,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1484,,dev,short_description
202,"the radziwill dynasty , who built and kept the ensemble from the <NUM> th century until <NUM>  , gave birth to some of the most important personalities in european history and culture",29,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1196,,dev,short_description
162,"the site , which covers an area of <NUM>  ha , is part of the larger protected gobustan reservation . ",17,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1076,,dev,short_description
1609,they are an impressive testimony to the level of social and cultural life in persia during the safavid era . ,19,[1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.2],[1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.2],115,,dev,short_description
2837,"it is known for its architectural purity and balance , the richness of its sculptural detail , the treatment of its religious compositions , its votive portraits and its painted decorative works",29,[0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],597,,dev,short_description
2500,in <NUM>  tongariro became the first property to be inscribed on the world heritage list under the revised criteria describing cultural landscapes,22,[0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.2],421,,dev,short_description
714,"kulangsu is a tiny island located on the estuary of the chiu lung river , facing the city of xiamen",18,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1541,,dev,short_description
1529,it includes a set of some <NUM>  main fixed instruments,10,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1338,,dev,short_description
1148,"they include several dangerous animal species difficult to observe at that time , such as mammoth , bear , cave lion , rhino , bison and auroch , as well as <NUM>  , <NUM>  inventoried remains of prehistoric fauna and a variety of human footprints . ",37,[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1426,,dev,short_description
2672,the area also represents a significant habitat for biodiversity conservation,10,[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],652,,dev,short_description
3539,"behind the cathedral stands the castle , an ancient norman fortress which was the residence of the prince bishops of durham . ",19,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],370,,dev,short_description
1037,"it is notable for the coherence of its plan , the beauty of its three tier interior elevation and the particularly fine display of sculptures on the principal facade and in the south transept . ",32,[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],162,,dev,short_description
3142,ibiza preserves considerable evidence of its long history,8,[0.  1.  1.  1.  0.  0.  0.  0.  1.  1.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  1.  1.  0.2],417,,dev,short_description
3537,it attests to the importance of the early benedictine monastic community and is the largest and finest example of norman architecture in england,23,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],370,,dev,short_description
1616,"particularly noteworthy vestiges in the <NUM>  ha site include the mausoleum of cyrus ii tall e takht , a fortified terrace and a royal ensemble of gatehouse , audience hall , residential palace and gardens",30,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1106,,dev,short_description
1995,"it has particular importance for a number of marine and terrestrial species , some of them endangered and endemic , such as blackiston rsquo s fish owl and the viola kitamiana plant",28,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1193,,dev,short_description
3225,the landscape is marked by agricultural terraces and inter connected water works including water mills as well as dry stone constructions and farms . ,24,[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],1371,,dev,short_description
2297,the influence of this style is felt throughout the mexican territory and even beyond its borders . ,16,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],702,,dev,short_description
34,"the site features houses , notably summer settlements , terraced fields , stone tracks and evidence of iron smelting . ",16,[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1160,,dev,short_description
788,"the basilica , atrium , baptistery and episcopal palace are outstanding examples of religious architecture , while the basilica itself combines classical and byzantine elements in an exceptional manner . ",26,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],809,,dev,short_description
2612,"magnificent examples of <NUM> th and <NUM> th century military architecture , these panamanian forts on the caribbean coast form part of the defence system built by the spanish crown to protect transatlantic trade . ",30,[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],135,,dev,short_description
3577,"canterbury s other important monuments are the modest church of st martin , the oldest church in england the ruins of the abbey of st augustine , a reminder of the saint s evangelizing role in the heptarchy from <NUM>  and christ church cathedral , a breathtaking mixture of romanesque and perpendicular gothic , where archbishop thomas becket was murdered in <NUM>  . ",56,[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],496,,dev,short_description
1504,the rock shelters of bhimbetka are in the foothills of the vindhyan mountains on the southern edge of the central indian plateau,22,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],925,,dev,short_description
3070,"what survives are the almost untouched remains of the palace sites and also the entire settlement area dependent upon them , as well as two earlier capital sites , the whole presenting an unrivalled picture of the development of social and political structures over some <NUM>  years . ",45,[0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1099,,dev,short_description
1416,"the park shows evidence of the way the landscape was husbanded over <NUM>  , <NUM>  years . ",14,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1152,,dev,short_description
2183,"kinabalu park , in the state of sabah on the northern end of the island of borneo , is dominated by mount kinabalu <NUM>  , <NUM>  m , the highest mountain between the himalayas and new guinea",32,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1012,,dev,short_description
1389,"at its centre is st peter s basilica , with its double colonnade and a circular piazza in front and bordered by palaces and gardens",23,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],286,,dev,short_description
3012,"the four edifices of the site reflect the high points of the byzantine romanesque ecclesiastical culture , with its distinct style of wall painting , which developed in the balkans between the <NUM> th and <NUM> th centuries",33,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],724,,dev,short_description
2671,"one of the river s distinguishing features is that it emerges directly into the sea , and its lower portion is subject to tidal influences",23,[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],652,,dev,short_description
3495,"a number of monuments are still visible , particularly from the last two millennia . ",13,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],886,,dev,short_description
2889,the fauna includes species of the taiga alongside southern manchurian species,11,[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],766,,dev,short_description
2082,"the three national parks serve as a stopover for migrant waterfowl and are major breeding grounds for the nile crocodile , hippopotamus and a variety of venomous snakes",27,[0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.2],801,,dev,short_description
244,"with the exception of king akaba , who had his own separate enclosure , they all had their palaces built within the same cob wall area , in keeping with previous palaces as regards the use of space and materials",36,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],323,,dev,short_description
2103,"the property encompasses the phoenix island group , one of three island groups in kiribati , and is the largest designated marine protected area in the world",25,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],1325,,dev,short_description
2412,"the em ksar em , a group of earthen buildings surrounded by high walls , is a traditional pre saharan habitat",16,[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],444,,dev,short_description
609,it is marked by spectacular terraces that cascade down the slopes of the towering ailao mountains to the banks of the hong river,23,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1111,,dev,short_description
2486,"the beemster polder , dating from the early <NUM> th century , is is an exceptional example of reclaimed land in the netherlands",20,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],899,,dev,short_description
